DateTime,Actual,Predicted
2024-03-14 00:00:00,136,162.61952190928994
2024-03-14 01:00:00,113,162.75346417570645
2024-03-14 02:00:00,160,163.17258848760383
2024-03-14 03:00:00,177,175.9196114384453
2024-03-14 04:00:00,207,160.0833572512334
2024-03-14 05:00:00,169,166.39388292799896
2024-03-14 06:00:00,414,364.13383918323285
2024-03-14 07:00:00,402,354.0725709971147
2024-03-14 08:00:00,615,541.9822829543986
2024-03-14 09:00:00,722,700.5014404945504
2024-03-14 10:00:00,702,713.4043556222174
2024-03-14 11:00:00,485,563.0856083046726
2024-03-14 12:00:00,340,364.0640612967913
2024-03-14 13:00:00,316,368.7981713901098
2024-03-14 14:00:00,436,368.88593720347455
2024-03-14 15:00:00,342,364.0988557474462
2024-03-14 16:00:00,354,358.9770000865146
2024-03-14 17:00:00,572,570.7695381011555
2024-03-14 18:00:00,781,731.856112424056
2024-03-14 19:00:00,815,749.9508600553355
2024-03-14 20:00:00,525,558.3081487389817
2024-03-14 21:00:00,357,315.91274745577084
2024-03-14 22:00:00,380,360.52989275166294
2024-03-14 23:00:00,297,357.1765981685401
2024-03-15 00:00:00,137,164.2203158110978
2024-03-15 01:00:00,149,165.70714579811278
2024-03-15 02:00:00,201,167.9496488214494
2024-03-15 03:00:00,181,158.66248833857415
2024-03-15 04:00:00,121,168.83138343417193
2024-03-15 05:00:00,208,154.63789689771488
2024-03-15 06:00:00,289,366.79143475638193
2024-03-15 07:00:00,380,364.8032523461342
2024-03-15 08:00:00,553,563.8684855995548
2024-03-15 09:00:00,716,718.5962855148201
2024-03-15 10:00:00,690,717.2475926781609
2024-03-15 11:00:00,579,580.9397657130701
2024-03-15 12:00:00,407,372.0361714793768
2024-03-15 13:00:00,403,352.5666181113049
2024-03-15 14:00:00,334,350.2972706680487
2024-03-15 15:00:00,399,371.51193107010505
2024-03-15 16:00:00,343,364.5863398159408
2024-03-15 17:00:00,576,579.1438765162787
2024-03-15 18:00:00,726,744.4108884764906
2024-03-15 19:00:00,742,738.096570021055
2024-03-15 20:00:00,537,583.3164819872034
2024-03-15 21:00:00,318,351.8383480978493
2024-03-15 22:00:00,393,361.00237691125733
2024-03-15 23:00:00,350,359.32668042835036
2024-03-16 00:00:00,248,164.55059872920808
2024-03-16 01:00:00,148,169.66100228508475
2024-03-16 02:00:00,135,175.64663013107284
2024-03-16 03:00:00,119,163.14764618924843
2024-03-16 04:00:00,113,169.54555074238215
2024-03-16 05:00:00,118,177.4860377067575
2024-03-16 06:00:00,360,352.19935946737917
2024-03-16 07:00:00,430,354.85029913055007
2024-03-16 08:00:00,546,590.1122701660234
2024-03-16 09:00:00,726,713.0894091767117
2024-03-16 10:00:00,745,718.0809493151
2024-03-16 11:00:00,555,571.3254730737683
2024-03-16 12:00:00,414,365.4425845359691
2024-03-16 13:00:00,445,363.250496709628
2024-03-16 14:00:00,339,367.72684373936494
2024-03-16 15:00:00,314,362.6541631240012
2024-03-16 16:00:00,263,368.32735634234064
2024-03-16 17:00:00,521,572.5189710903438
2024-03-16 18:00:00,713,740.6955498324361
2024-03-16 19:00:00,690,733.1861165316443
2024-03-16 20:00:00,604,565.9583786363653
2024-03-16 21:00:00,353,359.25099429190703
2024-03-16 22:00:00,341,358.8934092786248
2024-03-16 23:00:00,323,367.188247191496
2024-03-17 00:00:00,153,177.91371268698046
2024-03-17 01:00:00,158,168.46686971732456
2024-03-17 02:00:00,128,165.58977726204978
2024-03-17 03:00:00,238,169.9429570876039
2024-03-17 04:00:00,208,167.30652325085632
2024-03-17 05:00:00,150,169.27645509702245
2024-03-17 06:00:00,438,364.60433033064015
2024-03-17 07:00:00,404,358.1472390836873
2024-03-17 08:00:00,633,574.7233048654941
2024-03-17 09:00:00,708,714.9147488343817
2024-03-17 10:00:00,681,717.0158822934156
2024-03-17 11:00:00,564,572.3731900906371
2024-03-17 12:00:00,304,365.7266968587394
2024-03-17 13:00:00,354,368.2461019502359
2024-03-17 14:00:00,408,364.4569360327699
2024-03-17 15:00:00,341,363.99068095129945
2024-03-17 16:00:00,344,361.56256862729765
2024-03-17 17:00:00,474,558.9248390673253
2024-03-17 18:00:00,748,748.766298804952
2024-03-17 19:00:00,767,740.980009275243
2024-03-17 20:00:00,556,572.8106158967651
2024-03-17 21:00:00,353,367.1374314401377
2024-03-17 22:00:00,445,367.02970834133407
2024-03-17 23:00:00,315,373.0862482325734
2024-03-18 00:00:00,169,162.7109771631116
2024-03-18 01:00:00,158,153.3303522843146
2024-03-18 02:00:00,137,160.4404657995112
2024-03-18 03:00:00,185,165.8312473666426
2024-03-18 04:00:00,126,168.88126616952957
2024-03-18 05:00:00,168,174.30813377008408
2024-03-18 06:00:00,390,355.4875427589889
2024-03-18 07:00:00,323,358.4152351423965
2024-03-18 08:00:00,605,568.7557041464761
2024-03-18 09:00:00,692,710.9778617050171
2024-03-18 10:00:00,753,708.1328730902907
2024-03-18 11:00:00,665,562.2097487859469
2024-03-18 12:00:00,404,306.40288249043687
2024-03-18 13:00:00,382,329.843431133383
2024-03-18 14:00:00,381,365.71927098802814
2024-03-18 15:00:00,280,365.6522349465069
2024-03-18 16:00:00,462,365.2271883370217
2024-03-18 17:00:00,588,430.17984204106097
2024-03-18 18:00:00,750,734.2445337534058
2024-03-18 19:00:00,753,734.7276478847438
2024-03-18 20:00:00,551,570.7200050868736
2024-03-18 21:00:00,333,360.581215802041
2024-03-18 22:00:00,305,352.03414425547214
2024-03-18 23:00:00,341,354.10480101983865
2024-03-19 00:00:00,203,165.77836544230053
2024-03-19 01:00:00,165,163.66836442938438
2024-03-19 02:00:00,221,156.7757361452857
2024-03-19 03:00:00,237,164.35057258684398
2024-03-19 04:00:00,198,165.6681073721477
2024-03-19 05:00:00,145,161.2831771182946
2024-03-19 06:00:00,282,362.19200404960566
2024-03-19 07:00:00,362,360.4808138622507
2024-03-19 08:00:00,588,553.1019280514122
2024-03-19 09:00:00,808,713.828941177134
2024-03-19 10:00:00,767,699.5758403134882
2024-03-19 11:00:00,526,591.0304163030825
2024-03-19 12:00:00,348,316.89396578074127
2024-03-19 13:00:00,361,359.7999023120631
2024-03-19 14:00:00,377,365.17867114570805
2024-03-19 15:00:00,366,352.401030106093
2024-03-19 16:00:00,331,416.6310114277537
2024-03-19 17:00:00,594,560.880247928986
2024-03-19 18:00:00,781,736.244234077332
2024-03-19 19:00:00,720,746.8324456613153
2024-03-19 20:00:00,532,568.2739006802337
2024-03-19 21:00:00,450,354.4170729554062
2024-03-19 22:00:00,406,358.516207751441
2024-03-19 23:00:00,335,357.7733037031708
2024-03-20 00:00:00,144,168.02528887651488
2024-03-20 01:00:00,226,163.77073079053983
2024-03-20 02:00:00,161,172.15404103236318
2024-03-20 03:00:00,144,171.1519070395387
2024-03-20 04:00:00,223,173.45741720463528
2024-03-20 05:00:00,188,173.09376184677362
2024-03-20 06:00:00,396,356.09037422593553
2024-03-20 07:00:00,424,356.8018339772256
2024-03-20 08:00:00,605,579.7449529790346
2024-03-20 09:00:00,713,712.8248150143668
2024-03-20 10:00:00,652,715.5675932464792
2024-03-20 11:00:00,504,563.8352690889517
2024-03-20 12:00:00,302,364.7605187635505
2024-03-20 13:00:00,355,363.79946218683057
2024-03-20 14:00:00,419,367.5478614405671
2024-03-20 15:00:00,499,368.93988455069416
2024-03-20 16:00:00,375,366.95231793937387
2024-03-20 17:00:00,570,565.339736458704
2024-03-20 18:00:00,665,738.9875585767758
2024-03-20 19:00:00,703,727.9502190293832
2024-03-20 20:00:00,578,562.0554624213573
2024-03-20 21:00:00,325,381.5444554048251
2024-03-20 22:00:00,343,359.92603240446834
2024-03-20 23:00:00,331,364.76188963105295
2024-03-21 00:00:00,110,167.19461716824293
2024-03-21 01:00:00,209,169.56458731125
2024-03-21 02:00:00,128,164.44324154216648
2024-03-21 03:00:00,154,164.0044811784506
2024-03-21 04:00:00,191,171.83166747304938
2024-03-21 05:00:00,131,160.6852230518355
2024-03-21 06:00:00,308,362.9734622308119
2024-03-21 07:00:00,398,362.3582558393013
2024-03-21 08:00:00,594,558.218221006275
2024-03-21 09:00:00,758,713.7899892987724
2024-03-21 10:00:00,663,689.5756321995392
2024-03-21 11:00:00,569,559.9924101131496
2024-03-21 12:00:00,331,382.4517788298986
2024-03-21 13:00:00,405,358.90876578963497
2024-03-21 14:00:00,560,399.4223858318404
2024-03-21 15:00:00,289,517.6012336671556
2024-03-21 16:00:00,360,379.9324701047024
2024-03-21 17:00:00,628,571.8733906496537
2024-03-21 18:00:00,752,721.3053058380381
2024-03-21 19:00:00,722,745.7561872843198
2024-03-21 20:00:00,562,537.9761533461254
2024-03-21 21:00:00,334,363.00500655773095
2024-03-21 22:00:00,360,358.26303455569087
2024-03-21 23:00:00,336,369.40128728275226
2024-03-22 00:00:00,162,163.8405545546169
2024-03-22 01:00:00,142,174.8490547670001
2024-03-22 02:00:00,157,163.84630788048406
2024-03-22 03:00:00,149,167.70266908877764
2024-03-22 04:00:00,172,164.48212682502134
2024-03-22 05:00:00,148,165.44585534587307
2024-03-22 06:00:00,339,357.0692935009728
2024-03-22 07:00:00,400,362.4986642979899
2024-03-22 08:00:00,513,571.2210637438776
2024-03-22 09:00:00,785,726.8357219836172
2024-03-22 10:00:00,682,707.572479125757
2024-03-22 11:00:00,604,579.6465467131267
2024-03-22 12:00:00,264,362.17325355223227
2024-03-22 13:00:00,475,389.834872397536
2024-03-22 14:00:00,392,585.1064901958769
2024-03-22 15:00:00,418,360.4881332586342
2024-03-22 16:00:00,347,366.90095277624044
2024-03-22 17:00:00,561,601.6352934082527
2024-03-22 18:00:00,795,744.0448370126625
2024-03-22 19:00:00,739,739.09449685538
2024-03-22 20:00:00,572,583.8494964308043
2024-03-22 21:00:00,353,324.3048408710268
2024-03-22 22:00:00,342,362.60916461015853
2024-03-22 23:00:00,343,367.4930061110278
2024-03-23 00:00:00,146,163.92543218424308
2024-03-23 01:00:00,172,164.36688952210417
2024-03-23 02:00:00,161,158.96015803721616
2024-03-23 03:00:00,91,167.31798536066506
2024-03-23 04:00:00,163,166.3970970879529
2024-03-23 05:00:00,153,167.49908832180847
2024-03-23 06:00:00,349,370.07910926420874
2024-03-23 07:00:00,379,360.18223600621917
2024-03-23 08:00:00,654,563.1358802086157
2024-03-23 09:00:00,728,711.8024288191099
2024-03-23 10:00:00,676,719.2406288389732
2024-03-23 11:00:00,566,572.1288121484288
2024-03-23 12:00:00,356,376.7949658960859
2024-03-23 13:00:00,339,373.05920832574805
2024-03-23 14:00:00,324,360.4745617294488
2024-03-23 15:00:00,444,362.8072601691361
2024-03-23 16:00:00,388,369.9942340466432
2024-03-23 17:00:00,570,579.8294721328245
2024-03-23 18:00:00,741,726.0683650773946
2024-03-23 19:00:00,735,739.1699728593682
2024-03-23 20:00:00,524,572.869195726467
2024-03-23 21:00:00,367,347.5910183709956
2024-03-23 22:00:00,442,362.1677803728001
2024-03-23 23:00:00,380,367.78031193071064
2024-03-24 00:00:00,218,160.89112343997755
2024-03-24 01:00:00,164,162.5138624730619
2024-03-24 02:00:00,157,167.86971578020055
2024-03-24 03:00:00,171,175.3035141833393
2024-03-24 04:00:00,149,160.62870149613917
2024-03-24 05:00:00,132,165.7926637636057
2024-03-24 06:00:00,343,367.059754194746
2024-03-24 07:00:00,365,362.01354281786956
2024-03-24 08:00:00,522,572.5125189385926
2024-03-24 09:00:00,800,722.2650617198422
2024-03-24 10:00:00,676,716.8031613173601
2024-03-24 11:00:00,537,572.6356689491857
2024-03-24 12:00:00,334,361.57485715868654
2024-03-24 13:00:00,358,378.39979726633305
2024-03-24 14:00:00,350,357.5606989703786
2024-03-24 15:00:00,317,365.68621701919915
2024-03-24 16:00:00,376,363.0221824270283
2024-03-24 17:00:00,587,570.1847435205907
2024-03-24 18:00:00,671,740.5273621191384
2024-03-24 19:00:00,697,757.7472175294467
2024-03-24 20:00:00,564,579.2068321093623
2024-03-24 21:00:00,312,373.06092292966827
2024-03-24 22:00:00,383,355.55294204886906
